Unnamed: 0,Date,Headline,Category,TextBlob_Sentiment,VADER_Sentiment,BERT_Sentiment_Label,BERT_Sentiment_Score
6933,08/15/2018,SEC Sends Subpoena to Tesla in Probe Over Musk Tweets,Tech,-0.1,0.0,0,0.348757803440094
6934,04/02/2021,What to Read This Week,Bookshelf,0.0,0.0,4,0.624077558517456
6935,01/07/1998,China to Cut Tariffs on Some Imports,Business and Finance - Asia,0.0,-0.2732,2,0.2976857125759125
6936,09/13/1999,Euro-Zone Growth Rises 03,Business and Finance - Europe,0.0,0.3818,2,0.2752619981765747
6937,04/12/2007,Alcoa Fails to Inspire Investors,US Stocks,-0.5,0.2263,0,0.4219667613506317
6938,02/24/2002,Deutsche Telekom May Delay IPO,Major Business News,0.0,-0.3182,0,0.37076306343078613
6939,05/19/2004,EU Asks OPEC to Boost Output,World News,0.0,0.4019,2,0.2959994971752167
6940,03/11/2010,Reynolds Loses Cigarette Case,Business,-0.3,-0.3182,0,0.4209132790565491
6941,12/28/2016,Hartford Police Face Challenges Responding to Mentally Disturbed Suspects,Tri-State Area,-0.1,-0.5719,3,0.40815940499305725
6942,11/18/1998,Air France Flight Attendants Strike,Business and Finance - Europe,0.0,-0.128,0,0.5048422813415527
6943,06/30/2001,Stocks End Mixed Job Cuts Continue,Investor's Calendar,0.0,-0.296,2,0.35510069131851196
6944,05/25/2003,TSMC Expects 20 Revenue Rise,Tech Briefs,0.0,0.0,0,0.41290363669395447
6945,07/05/2012,Judge Reverses Mayor on Wages,New York Region,0.0,0.0,0,0.40124306082725525
6946,01/27/2018,Saudis Free Billionaire Al-Waleed Who Was Swept Up in Purge,Middle East,0.4,0.5106,0,0.5531731843948364
6947,12/01/2007,Afghan Tradition Masks Political Ambush,Asian Business News,0.0,0.0,0,0.2181551158428192
6948,04/13/2013,Target-Date Funds Post Strong Gains But,Sunday Journal,0.43333333333333335,0.431,2,0.3811674118041992
6949,05/08/2003,Toyota Motor Profit Falls 18,Asian Business News,0.0,0.4404,0,0.3595409393310547
6950,11/20/2014,Republicans Unsure of Response to Immigration Reform,Politics,0.0,-0.25,0,0.3459247946739197
6951,08/12/2018,Private-Equity Firms Push Into Lending ,Markets,0.0,0.0,4,0.2805721163749695
6952,05/04/2000,US Rate Concerns Send Stocks Lower,Asian Stocks,0.0,-0.296,1,0.3220522105693817
6953,05/23/2008,Yahoo Postpones Annual Meeting,Deals & Deal Makers,0.0,-0.2732,0,0.49831080436706543
6954,10/22/2016,Canada EU Trade Deal Still Has Life ,World,0.0,0.0,4,0.44714778661727905
6955,05/03/2011,ProLogis Bidders Aim Low,Deals & Deal Makers,0.0,-0.2732,1,0.35671746730804443
6956,05/05/2019,The Kentucky Derby That Veered Off Course ,Sports,0.0,0.0,2,0.23163779079914093
6957,03/16/2003,Dollar's Path to Hinge on Iraq Fed,Foreign Exchange,0.0,0.0,0,0.5067676901817322
6958,05/02/2016,Puerto Rico’s Debt Crisis Deepens as Government Misses Payment,Credit Markets,0.0,-0.8176,0,0.3209225833415985
6959,09/20/2013,Afghan Army Deaths Hit Record,Asia,0.0,0.0,4,0.40172120928764343
6960,03/12/2008,Deficit Hit Record in February,Politics and Policy,0.0,-0.4019,0,0.48911961913108826
6961,08/27/2003,Techs Inch Higher in Light Trading,Tech Stocks,0.325,0.0,2,0.23937293887138367
6962,06/03/2014,Cleveland Clinic Head Eyed to Lead VA,Politics,0.0,0.0,4,0.3278001546859741
6963,01/05/2021,US to Remove Penalties for Accidentally Killing Migratory Birds,Politics,0.0,-0.7783,3,0.2600342631340027
6964,12/11/2003,Singapore Air Tries the Low End,Asian Business News,-0.05,-0.2732,2,0.3479566276073456
6965,08/27/1998,Shoppingcom Shares Plunge 61,Tech Center,0.0,0.296,0,0.5555647611618042
6966,05/08/2005,Getting the Status of Your Tax Refund,Ask Dow Jones,0.0,0.0,0,0.49969834089279175
6967,10/05/2005,Sprint Files Patent Lawsuit Against Vonage,Technology,0.0,-0.2263,0,0.540769636631012
6968,05/22/2007,Lebanese Troops Keep Siege of Camp,World News,0.0,0.0,3,0.27120864391326904
6969,12/07/2010,Iranian Students Stage Protests,Middle East,0.0,-0.2263,0,0.34984126687049866
6970,04/22/2020,‘Shakespeare in a Divided America’ Review Protesting Too Much,Bookshelf,0.2,-0.4215,0,0.3548699915409088
6971,02/02/2002,Stocks End the Week Mixed,Investor's Calendar,0.0,0.0,2,0.5081116557121277
6972,06/01/2002,Kashmir's Vote,Major Business News,0.0,0.0,3,0.22098346054553986
6973,10/07/2009,Think About What a Job Really Must Do,Letters,0.2,0.0,4,0.6203362345695496
6974,01/18/2012,European Stocks End Little Changed,Europe Markets,-0.09375,0.0,2,0.3604627847671509
6975,04/15/2004,European Stocks Are Mostly Flat,Europe Markets,-0.0125,0.0,2,0.4542313814163208
6976,03/10/2005,The Afternoon Report,The Afternoon Report,0.0,0.0,3,0.3228970766067505
6977,01/09/2005,Investor's Calendar,Investor's Calendar,0.0,0.0,4,0.32411667704582214
6978,09/26/1999,IRA Conversion Deadline Looms,Tip of the Week,0.0,-0.1531,0,0.2564273476600647
6979,02/22/2020,Italy South Korea Work to Contain Coronavirus Outbreaks,World,0.0,0.0,3,0.32229986786842346
6980,11/03/2001,BSkyB Reports Narrower Loss,Business and Finance - Europe,0.0,-0.3182,0,0.36395469307899475
6981,12/10/2010,Alaska Judge Rules Against Miller,Politics,0.0,0.0,0,0.3804422914981842
6982,06/04/2020,Military Leader to Officers ‘Stay True’ to the American People ,Politics,0.08333333333333333,0.0,4,0.634952187538147
6983,11/02/2010,Harrisburg Doesn't Have Cash for Debt Payments,Business,0.0,-0.3612,0,0.4864255487918854
6984,08/24/2010,Genzyme Sanofi at Odds Over Threshold Price,Health,0.0,0.0,3,0.32424870133399963
6985,01/27/2017,Wanted Swing Producer,Bookshelf,0.0,0.0,4,0.4935150444507599
6986,03/08/2004,Dollar Declines Against Rivals,Foreign Exchange,0.0,0.0,0,0.4722216725349426
6987,09/11/2017,Virginia Ends Use of Touch-Screen Voting Machines,US,0.0,0.0,0,0.2741559147834778
6988,09/25/2016,Troubled Past Comes Into Focus for Mall Shooting Suspect ,US,-0.375,-0.6369,1,0.3784972131252289
6989,03/16/2017,Goldman Sachs Scoops Up Delinquent Mortgages,Markets,0.0,0.0,0,0.5686909556388855
6990,04/29/2015,Comverse to Sell Assets for 272 Million,Business,0.0,0.1779,0,0.5935521125793457
6991,07/23/2012,Oakland Angles For an Exit,Business,0.0,0.0,2,0.2257338911294937
6992,10/15/2001,Stimulus Package Produces Friction,Economy,0.0,0.0,3,0.3316146433353424
6993,03/10/2019,America’s Extremist Abortion Industry,Commentary,0.0,0.0,0,0.5171256065368652
6994,03/15/2009,Fed Program to Spur Lending,Investor's Calendar,0.0,0.0,3,0.32060763239860535
6995,12/05/1998,Korean Stocks Surge After Bond Rating,Asian Stocks,0.0,0.0,2,0.31125718355178833
6996,03/11/2017,WikiLeaks Prods Government System for Sharing Cybersecrets With Firms,US,0.0,0.4215,4,0.3432341516017914
6997,01/19/2009,Centro Finishes Debt Restructuring,Business,0.0,-0.3612,0,0.27733197808265686
6998,06/14/2004,The Afternoon Report,The Afternoon Report,0.0,0.0,3,0.3228970766067505
6999,07/25/2001,Blue Chips Get Boost From Texaco SBC,US Stocks,0.0,0.4019,4,0.5955461263656616
7000,08/19/2002,Pepsi to Expand Gatorade Distribution,Media & Marketing,0.0,0.3182,4,0.4682430624961853
7001,08/04/1999,Russia Seeks to Rework London Club Debt,Business and Finance - Europe,0.0,-0.3612,0,0.34656786918640137
7002,05/26/2003,Ahold Finds More Accounting Errors,European Business News,0.5,-0.3976,2,0.39593449234962463
7003,08/23/2011,Cairn India CFO Quits ,Business,0.0,0.0,0,0.37080782651901245
7004,11/11/2003,FASB Keeps Pension-Report Format,Markets Main,0.0,0.0,3,0.31799641251564026
7005,10/27/2015,House Votes to Reauthorize US Export-Import Bank,Politics,0.0,0.0,0,0.34108108282089233
7006,05/08/2004,Miller Launches Counter-Ad Campaign,Media & Marketing,0.0,0.0,0,0.24784903228282928
7007,08/24/2015,Investors Grasp for Answers Amid Wild Stock Rout,Markets,0.1,0.0,0,0.2701314091682434
7008,01/20/2021,If Corporate Diversity Works Show Me the Money,Commentary,0.0,0.0,2,0.2757132947444916
7009,11/13/2002,Tejada Vote Sparks MVP Debate,Major Business News,0.0,0.0,4,0.6812928915023804
7010,04/12/2001,CNN Films Departure Without Permission,Media & Marketing,0.0,0.0,0,0.4649893045425415
7011,01/05/2012,Euro-Zone Debt Markets Hit,Markets,0.0,-0.3612,4,0.34439340233802795
7012,02/27/2015,Terror Trial Witnesses Had a Helpful Guide,US,0.0,-0.1531,3,0.3285852074623108
7013,04/23/2017,Bond Maven Bets Against the Crowd—and on Europe ,Markets,0.0,0.0,0,0.2614150643348694
7014,01/05/2011,Asia Shares Slip as Commodities Slump,Asia Markets,0.0,0.296,1,0.4235535264015198
7015,02/15/1999,Paths Diverge on Russia Central Europe,Business and Finance - Europe,0.0,0.0,3,0.2776433825492859
7016,11/25/2010,Thanksgiving Far From Home,Photos,0.1,0.0,4,0.4071614742279053
7017,03/10/2014,A New Look at Lyndon B Johnson's Oval Office,New York Culture,0.13636363636363635,0.0,4,0.44525793194770813
7018,03/06/2020,Why Biden Has the Edge in Michigan,Commentary,0.0,0.0,4,0.40077653527259827
7019,03/13/2011,Residents Struggle for Essentials,Business,0.0,-0.3182,3,0.35549792647361755
7020,09/02/2011,BMW 1M Coupe,Photos,0.0,0.0,4,0.34677475690841675
7021,01/04/2011,As USDA Assesses Florida Freeze OJ Futures Get Pressured,Markets,0.0,-0.1779,0,0.27950969338417053
7022,12/03/2010,Brazil Bank Stocks Tripped Up European Shares Slip ,Technology,0.0,0.296,0,0.6282541751861572
7023,05/18/2020,‘Rodham’ Review Hillary Unbound,Bookshelf,0.0,0.0,3,0.2483985871076584
7024,01/01/2003,Dollar's Fall Spurs Rebound Hopes,Foreign Exchange,0.0,0.4215,0,0.5681045651435852
7025,06/24/2017,Shipping Firm Frontline to Abandon Pursuit of Gener8 ,Business,-0.2,-0.4404,0,0.6544313430786133
7026,03/19/2010,BA's Walsh Seen as Formidable Negotiator,Business,0.0,0.0,4,0.4652712643146515
7027,11/10/2000,Berkshire's Net Soars 90 in Quarter,Money & Investing,0.0,0.0,2,0.2975110113620758
7028,08/02/2011,Treasury Yields Slide,Markets,0.0,0.2023,4,0.35947445034980774
7029,06/04/2015,Chinese Ship Captain Is a Respected Veteran,Asia,0.0,0.4767,4,0.5231647491455078
7030,10/19/2008,Dividends Still Look Great,Markets Main,0.8,0.6249,4,0.593187153339386
7031,09/23/2014,US Watch News Digest,US,0.0,0.0,4,0.28825438022613525
7032,03/16/2011,Time Warner Cable's iPad App Scores,Media & Marketing,0.0,0.0,4,0.4615525007247925
7033,02/20/2020,Trump Ally Roger Stone Sentenced to Three Years and Four Months in Prison,Politics,0.0,-0.5267,0,0.6371480822563171
7034,04/17/2001,Merrill to Broaden Hedge-Fund Lineup,Money & Investing,0.0,0.0,4,0.42384979128837585
7035,08/20/2002,Globalstar Will Cut Rates,Technology,0.0,-0.2732,4,0.2997077405452728
7036,03/20/2011,Egyptians Vote on Constitution,Middle East,0.0,0.0,0,0.2944607436656952
7037,06/08/2018,Prosecutor Won’t Refile Case Stemming From Former Missouri Governor’s Affair,US,0.0,0.0,0,0.4866718649864197
7038,04/13/2010,Cathay Jet Makes Emergency Landing,Asia Business,0.0,-0.3818,3,0.3273724615573883
7039,01/31/2007,UPS Warns of Slower Growth as Net Rises,US Business News,0.0,0.296,1,0.35655272006988525
7040,12/31/2017,Sen Graham Urges Trump to Put More Pressure on Iran North Korea ,Politics,0.5,-0.3597,0,0.28850609064102173
7041,09/03/2003,Bertelsmann Profit Revenue Decline,Media & Marketing,0.0,0.4404,0,0.37977853417396545
7042,12/11/2004,White House Forum's Schedule,Economy,0.0,0.0,3,0.3816947638988495
7043,02/26/2004,Macedonian President Is Presumed Dead,World News,-0.2,-0.6486,0,0.5538805723190308
7044,07/09/1999,Treasury Prices Edge Lower As Ford Deal Grabs Spotlight,Credit Markets,0.0,-0.1027,1,0.3341628313064575
7045,07/10/2019,Trump Makes Fresh Threats Against Iran Over Its Nuclear Program,World,0.3,-0.128,4,0.30759522318840027
7046,06/12/2005,And Some Other Financing Ideas,Sunday Journal,-0.125,0.0,2,0.30165529251098633
7047,08/26/2008,A Garden Grows in Oakland,Health,0.0,0.0,4,0.4616885781288147
7048,05/16/1998,Pakistan Takes Issue With G-8 Response,World-Wide,0.0,0.0,0,0.32554981112480164
7049,06/16/2005,Gyrus Will Buy Medical-Device Maker,Health,0.0,0.0,4,0.4449101388454437
7050,07/10/2014,US Probes Breach of Federal Computers,US,0.0,0.0,0,0.5507085919380188
7051,10/12/2012,Treasurys Rise on Growth Uncertainty,Credit Markets,0.0,0.0516,2,0.2863088548183441
7052,12/11/2008,Charge-Offs Start to Shred Card Issuers,Business,0.0,0.0,1,0.2860853672027588
7053,05/18/2002,Singapore Air Profit Tops Estimate,Major Business News,0.0,0.7351,4,0.5653253197669983
7054,08/24/2010,Night Work Brooklyn Bridge,Photos,0.0,0.0,4,0.3347477912902832
7055,02/29/2004,Fraud Count in Tyco Case Stands,US Business News,0.0,-0.5859,0,0.7367663383483887
7056,05/17/2010,Sovereign Funds Tightened the Spigot,Business,0.0,0.0,0,0.27382856607437134
7057,01/04/2013,Richardson Defends Mission to Pyongyang,World News,0.0,0.0,3,0.39959993958473206
7058,09/24/2003,Bush Asks UN to Back Rebuilding Iraq,Leader US,0.0,0.0,0,0.4053107798099518
7059,09/11/2014,NJ Mandates Cameras for Its New Police Cars,Tri-State Area,0.13636363636363635,0.0,3,0.3539451062679291
7060,08/27/2004,Ex-Financier Armstrong Pleads Not Guilty,Markets Main,0.25,0.3252,0,0.6149073839187622
7061,08/17/2002,Proxima Raises 14 Million,Today's Ventures,0.0,0.0,0,0.304179847240448
7062,11/25/2013,Seth G Jones Ignore Hamid Karzai and Press On,Opinion,0.0,-0.3612,0,0.36938929557800293
7063,05/21/2010,Recovery Fears Sap European Stocks,Markets,0.0,-0.4215,0,0.29345178604125977
7064,10/13/2007,EON Statkraft to Swap Assets,European Business News,0.0,0.1779,0,0.4514261782169342
7065,04/23/2019,Twitter Shares Climb 16 on Stout Earnings,Tech,0.0,0.4404,0,0.44370079040527344
7066,01/05/2005,Air Force Official Reports to Prison,US Business News,0.0,-0.5106,0,0.7091444730758667
7067,04/24/2016,Prince’s Little-Known Life ,US,0.0,0.0,4,0.32781630754470825
7068,02/12/2003,Natural-Gas Prices Drop Sharply,Commodities,-0.125,-0.2732,1,0.4570024013519287
7069,10/30/2014,Charging Ahead with Visa MasterCard,Heard on the Street,0.0,0.0,4,0.5428822040557861
7070,05/22/2019,FAA Acting Chief Won’t Predict When 737 MAX Will Return to Flight ,Business,0.0,0.0,0,0.2543991506099701
7071,01/10/2000,NextCard Sets Priceline Deal,Tech Center,0.0,0.0,4,0.45125889778137207
7072,12/19/2020,Covid-19 Vaccine Makers Tap Contractors to Produce Billions of Doses,World,0.0,0.0,4,0.47534218430519104
7073,07/04/2017,Kentucky Town Seeing Dollars Prepares for ‘Eclipse-Stock’,Slideshow,0.0,0.0,4,0.3791181147098541
7074,06/02/2008,CFTC Probes Cotton-Futures Market,US Business News,0.0,0.0,3,0.3323771059513092
7075,08/11/2013,Crackdown Looms in Egypt,Middle East,0.0,-0.1531,0,0.7212766408920288
7076,10/09/2010,China Urged to Make Yuan Flexible,Business,0.0,0.2263,3,0.24982155859470367
7077,02/05/2010,Off-Season Rains Surprise Mexico,Photos,0.0,0.2732,2,0.23484279215335846
7078,12/06/2019,US Revamps Process for H-1B Visa Application,Politics,0.0,0.0,3,0.243758887052536
7079,05/21/2018,Iran Get Ready for the Battle Rial,Commentary,0.2,-0.0258,4,0.3849942684173584
7080,12/12/2009,Inflation Complicates China Policy,Heard on the Street,0.0,0.0,1,0.3435415029525757
7081,11/01/2012,Gas Futures Edge Up Amid Supply Fears,Commodities,0.0,-0.4215,1,0.3062312602996826
7082,02/22/2017,Cruise Operator Wants You on a Slow Boat From China,Asia,-0.05000000000000002,0.0,4,0.3378323018550873
7083,11/30/1998,Deutsche Bank Deal Is Set,Business and Finance - Europe,0.0,0.0,4,0.3325842022895813
7084,06/20/2006,Verizon Sues Vonage Over Patents,Technology,0.0,0.0,0,0.5257735848426819
7085,01/06/2001,Gates Unveils New Xbox Set,Tech Center,0.13636363636363635,0.0,4,0.7173410058021545
7086,09/06/2007,Nasdaq Warms to Strong Economic Data,Tech Stocks,0.31666666666666665,0.6597,4,0.6210635304450989
7087,03/01/2010,Fannie Posts 72 Billion Loss for '09,Business,0.0,-0.3182,0,0.5687185525894165
7088,09/08/2016,The Commander-in-Chief Choice,Review & Outlook,0.0,0.0,4,0.5756707191467285
7089,01/03/2016,Solar Energy Is the Future You Can’t Stop It,Letters,0.0,-0.0258,4,0.48844823241233826
7090,04/23/2004,Medicines Mark Drug Makers' Fate,Earnings,0.0,0.0,4,0.2533845007419586
7091,02/12/2013,Sea-Lion Strandings Baffle Southern California,US,0.0,0.0,0,0.4214089512825012
7092,10/24/2003,Weyerhaeuser's Profit Soars,Earnings,0.0,0.4404,4,0.3881901502609253
7093,11/07/2014,Profile of a Prosecutor Tenacious Fair and Respected,US,0.7,0.6597,4,0.6803884506225586
7094,03/23/2003,Before the Ball,Sports,0.0,0.0,0,0.33538034558296204
7095,12/09/2010,Three Ex-UBS Bankers Indicted in Muni Probe,Business,0.0,0.0,0,0.3770047128200531
7096,10/08/2006,Paying More for Medicare,Health,0.5,0.0,1,0.28298288583755493
7097,04/16/2019,US Treasurys Fall Amid Fed Optimism on Growth,Credit Markets,0.0,0.7269,0,0.4046851396560669
7098,09/20/2011,iShares Russell 1000 Growth Pfizer Money Flow Leaders IWF PFE,Markets,0.0,0.3818,4,0.7357826828956604
7099,03/24/2019,Gavin Newsom’s Fire Alarm,Review & Outlook,0.0,-0.5859,4,0.31525880098342896
7100,12/22/2010,Allegiant Airlines Attendants Back Union,Business,0.0,0.0,0,0.36356714367866516
7101,12/29/2000,Berkley Seeks to Block Hunt Oil Bid,Americas,0.0,-0.4404,0,0.36831724643707275
7102,12/08/2008,Thai Parties Vie to Form Government,World News,0.0,0.4019,2,0.23902679979801178
7103,04/26/2005,NYSE May Become Takeover Target,Markets Main,0.0,0.0,0,0.32567742466926575
7104,02/25/2019,Dollar Weakens Against Emerging-Market Currencies as Trade Fears Ease,Foreign Exchange,0.0,-0.3818,0,0.3622761070728302
7105,08/20/2000,Here's the Skinny On Dining Shares,Tip of the Week,0.0,0.296,4,0.27954861521720886
7106,12/17/2015,Why Chemical Firms Are Seeking More US Regulation,Business,0.5,0.0,1,0.24212543666362762
7107,11/02/2019,Springboks Triumph at Rugby World Cup ,Sports,0.0,0.4767,4,0.5389552712440491
7108,08/04/2006,CBS's Core Broadcast Revenue Slips,Media & Marketing,0.0,0.0,1,0.30058950185775757
7109,08/27/2000,Debunking the Myths That Puzzle Investors,Getting Going,0.0,0.0,4,0.35277244448661804
7110,10/25/2009,FDA Gives Green Light to Peramivir,Health,0.1,0.0,3,0.26111719012260437
7111,11/26/2017,Sanctions Trial in US Riles Turkish Officials,World,0.0,0.0,0,0.4926376938819885
7112,12/30/2019,New Musicals Shine on Broadway Even as Overall Sales Slip From 2018,US,0.06818181818181818,0.0,4,0.41903156042099
7113,06/10/2018,On Legal Weed Let States Tend Their Own Gardens,Commentary,0.4,0.128,2,0.24548910558223724
7114,09/21/2001,Reuters Plans to Sell Venture Research Unit,Tech Center,0.0,0.0,0,0.41379308700561523
7115,11/11/2005,Intel Boosts Buyback Dividend,Technology,0.0,0.3182,4,0.4227186441421509
7116,11/29/2003,Japan Declares Ashikaga Insolvent,Asian Business News,0.0,0.0,0,0.8696308732032776
7117,03/30/2005,Stocks Stage Powerful Rally,Today's Markets,0.3,0.4215,4,0.6216591000556946
7118,03/26/1998,The Euro Club,Review & Outlook,0.0,0.0,4,0.3826216161251068
7119,06/07/1998,Maxtor to Return to Street,Tech Center,0.0,0.0,0,0.3997727036476135
7120,09/06/2011,Bank Deposits at ECB Jump,Markets,0.0,0.0,2,0.23546400666236877
7121,05/13/1999,Barshefsky Issues Warning to Japan,Business and Finance - Asia,0.0,-0.34,0,0.3485383987426758
7122,09/03/2015,The GNY Guide to Local College Football ,Sports,0.0,0.0,3,0.4031972289085388
7123,02/13/2011,Clean Up Starts in Egypt,World News,0.3666666666666667,0.4019,4,0.269120991230011
7124,08/06/2007,Fast Retailing Tops Dubai Bid for Barneys,Asian Business News,0.2,0.5106,4,0.5915102362632751
7125,10/01/2013,New York Plans Action Over Mortgages,Markets,0.11818181818181818,0.0,3,0.29773810505867004
7126,12/12/2014,France Moves to Curb Movie-Star Salaries,Europe,0.0,0.0,0,0.561551034450531
7127,06/07/2001,Tate & Lyle's Profit Drops Sells Units,Business and Finance - Europe,0.0,0.4404,0,0.5034863948822021
7128,06/07/2010,European Markets' Losses Mount,Europe Markets,0.0,-0.4019,1,0.3660731911659241
7129,08/31/2018,UNC Seeks Alternative Location for Silent Sam,US,0.0,0.0,3,0.3286486268043518
7130,04/22/2002,The Other Side of Miramax,Media & Marketing,-0.125,0.0,3,0.2740636467933655
7131,06/19/2012,RIM Shedding Jobs,Technology,0.0,0.0,1,0.29097798466682434
7132,10/09/2007,Tender for MGM Shares Disappoints,US Business News,0.0,-0.1027,1,0.3803771734237671
7133,04/01/2007,UAW Looks to Toyota Workers in the US,US Business News,0.0,0.0,3,0.28898027539253235
7134,11/18/2004,Kmart-Sears Deal Boosts Stocks,Today's Markets,0.0,0.3182,4,0.5998784303665161
7135,05/18/2004,New Shenzhen Exchange Approved,Asian Business News,0.13636363636363635,0.4215,4,0.6263853907585144
7136,01/03/2005,In Search for Yield Jobs Are King,Credit Markets,0.0,0.0,4,0.5043858289718628
7137,11/24/2002,Bush Putin to Fortify Energy Ties,Major Business News,0.0,0.2732,4,0.44383737444877625
7138,04/18/2005,Charles Schwab Net Falls 99,Earnings,0.0,0.0,0,0.642831027507782
7139,01/02/2005,Do Research on Charities,Tip of the Week,0.0,0.4939,2,0.32984963059425354
7140,11/29/2011,Cyber Sales Hit Record,Technology,0.0,0.0,4,0.6437657475471497
7141,02/23/2014,Ecuador Opposition Gains in Vote Polls Show,Latin America,0.0,0.34,0,0.27292242646217346
7142,07/07/2002,Video Maker Spreads Expansion Risk,Major Business News,0.0,-0.2732,0,0.3584830164909363
7143,11/17/2013,Yes Some Are 'Not Genuine' Cuomo Says,New York Politics,-0.2,0.4019,2,0.4183051884174347
7144,05/30/2020,Supreme Court Rejects Challenge to California’s Church-Crowd Limits,US,0.0,0.1779,0,0.49503570795059204
7145,09/30/2006,Corporate Bond Supply Likely to Rise,Credit Markets,0.0,0.0,2,0.2906287908554077
7146,07/13/2019,Rebuild or Remain Columbine Revisits a Question It Thought It Had Answered ,US,0.0,0.0,0,0.28172731399536133
7147,05/13/2002,Japan Already May Have Bottomed,Major Business News,0.0,0.0,1,0.3307754397392273
7148,01/25/2014,Fiat Chief to Propose US Listing,Business,0.0,0.0,4,0.3587765097618103
7149,03/30/2011,Valeant Will Move On if Cephalon Holders Prefer ,Health,0.0,0.0,2,0.423514187335968
7150,03/11/2018,US Pares Back Use of Turkish Base Amid Strains With Ankara,Middle East,-0.4,-0.296,0,0.37178754806518555
7151,10/05/2013,Photos of the Week Sept 29 - Oct 4,Photos,0.0,0.0,4,0.34876346588134766
7152,01/28/1999,Takeover Earnings News Is Expected to Lift Stocks,Money & Investing,-0.1,0.0,0,0.4020814001560211
7153,02/04/2019,Global Support Grows for Juan Guaidó as Venezuela’s President,World,0.0,0.4019,4,0.5279347896575928
7154,01/11/2021,House Democrats Introduce Article of Impeachment Against Trump,Politics,0.0,0.0,0,0.4685223698616028
7155,11/14/2019,Jeffrey Epstein’s Estate Looks to Establish Fund to Compensate Victims ,US,0.0,-0.3182,3,0.39280688762664795
7156,09/02/2019,Online Sports Wagers Bring Big State Payoffs ,Business,0.0,0.0,4,0.4987146556377411
7157,10/19/2002,Yahoo's Marketing Chief Leaves,Major Business News,0.0,0.0,0,0.41806408762931824
7158,10/18/2019,Harley-Davidson Resumes Production Deliveries of Its Electric Motorcycle ,Business,0.0,0.0,4,0.4554700255393982
7159,06/01/2011,Turnaround Firms Go Municipal,Markets,0.0,0.0,4,0.29178810119628906
7160,02/23/2016,First Solar Results Top Views Company Cuts Sales Guidance,Earnings,0.375,-0.1027,4,0.40624529123306274
7161,03/27/2013,Luskin and Roche Kelly Regime Change Comes to Euro Policy,Opinion,0.0,0.0,3,0.25547754764556885
7162,11/25/2004,European Markets Trade Higher,Europe Markets,0.125,0.0,2,0.2736648917198181
7163,01/17/2008,EU Probes Pharmaceutical Industry,US Business News,0.0,0.0,3,0.23786939680576324
7164,07/18/2018,White House to Nominate Steven Dillingham as Census Director ,Politics,0.0,0.0,3,0.31502223014831543
7165,10/10/2003,Retail Sales Improved in September,US Business News,0.0,0.4767,1,0.30138295888900757
7166,10/05/2007,New Setback for Guantanamo Trials,Politics and Policy,0.13636363636363635,0.0,3,0.3587455153465271
7167,02/22/2019,‘Fay Wray and Robert Riskin’ Review Love Lines,Bookshelf,0.5,0.6369,3,0.36115333437919617
7168,06/07/2019,Shed No Tears for Violent Unchanged Hamas,Letters,-0.8,-0.4997,0,0.49167853593826294
7169,12/15/2018,Climate Negotiators Agree on Rulebook to Help Curb Emissions,World,0.0,0.6369,3,0.38690200448036194
7170,03/18/2005,Continental Forecasts Hefty Loss,Earnings,0.0,-0.3182,1,0.3366519808769226
7171,03/02/2006,The Afternoon Report,The Afternoon Report,0.0,0.0,3,0.3228970766067505
7172,08/29/2012,Rove What If Obama Had Turned to the Middle,Opinion,0.0,0.0,0,0.43847644329071045
7173,06/01/2014,Orchestras From Near and Far Plus a Little Barge Music,New York Culture,0.00416666666666667,0.0,3,0.4166070520877838
7174,11/27/1999,Brazil Backs Open-Access Rule,Tech Center,0.0,-0.0516,0,0.38778582215309143
7175,12/19/2013,US Attorney in India Dispute,New York Politics,0.0,-0.4019,0,0.35282355546951294
7176,05/09/2014,NPR Names New CEO,Business,0.13636363636363635,0.0,4,0.2445918172597885
7177,12/18/2017,China Flies Military Aircraft Into Airspace Claimed by Seoul,Asia,-0.1,0.0,0,0.5282133221626282
7178,03/24/2014,Panel Sheds Light on Rep McMorris Rodgers Ethics Accusations,Politics,0.4,-0.3182,0,0.32001402974128723
7179,03/29/2007,Sampson's Senate Testimony,World News,0.0,0.0,3,0.33464160561561584
7180,05/21/2008,Era of Cheap Flying Ends,The Afternoon Report,0.4,0.0,0,0.43392905592918396
7181,11/27/2002,Malaysia's GDP Rises 56,Asian Business News,0.0,0.0,0,0.33896371722221375
7182,10/07/2002,Selloff of US Equities Continues,Today's Markets,0.0,0.0,4,0.26974353194236755
7183,05/13/2002,Techs Rise Helped by Qualcomm Upgrade,Tech Stocks,0.0,0.0,4,0.6148942112922668
7184,02/18/2011,Designer's Plans for Fall 2011 Include Minimalist looks Shaggy Fringe and Disco,Photos,0.0,0.0,2,0.3794715404510498
7185,10/26/2018,Bill Hill and Monica in the MeToo Universe,Letters,0.0,0.0,4,0.3620713949203491
7186,08/17/2010,BOJ Sees No Threat in Yen's Recent Rise,Asia Business,0.0,0.4168,4,0.3355850279331207
7187,12/09/2015,VW Says Gasoline-Emissions Issue Smaller Than Suspected ,Business,0.0,-0.2263,0,0.3658674955368042
7188,07/06/2010,Procter & Gamble SPDR Trust Money Flow Leaders PG SPY,Markets,0.0,0.5106,4,0.4085516929626465
